课程号,课程名,课序号,学时,学分,老师
PHED109350,体育-4,56,32,0.5,"李志清,杨彦博"
PHED109350,体育-4,57,32,0.5,"张宇琨,朱雪宇"
PHED109350,体育-4,58,32,0.5,宇文展
PHED109350,体育-4,59,32,0.5,宇文展
PHED109350,体育-4,60,32,0.5,宇文展
PHED109350,体育-4,61,32,0.5,宇文展
PHED109350,体育-4,62,32,0.5,李靖
PHED109350,体育-4,63,32,0.5,李靖
PHED109350,体育-4,64,32,0.5,"李靖,黄诗贻"
PHED109350,体育-4,65,32,0.5,韩骥磊
PHED109350,体育-4,66,32,0.5,韩骥磊
PHED109350,体育-4,67,32,0.5,"杨彦博,程立雪"
PHED109350,体育-4,68,32,0.5,程立雪
PHED109350,体育-4,69,32,0.5,东岳
PHED109350,体育-4,70,32,0.5,东岳
PHED109350,体育-4,71,32,0.5,东岳
PHED109350,体育-4,72,32,0.5,尚尧
PHED109350,体育-4,73,32,0.5,尚尧
PHED109350,体育-4,74,32,0.5,尚尧
PHED109350,体育-4,75,32,0.5,胡良楠
PHED109350,体育-4,76,32,0.5,何黛
PHED109350,体育-4,77,32,0.5,何黛
PHED109350,体育-4,78,32,0.5,黄霞
PHED109350,体育-4,79,32,0.5,黄霞
PHED109350,体育-4,80,32,0.5,黄霞
PHED109350,体育-4,81,32,0.5,黄霞
PHED109350,体育-4,82,32,0.5,黄霞
PHED109350,体育-4,83,32,0.5,贺智裕
PHED109350,体育-4,84,32,0.5,贺智裕
PHED109350,体育-4,85,32,0.5,胡良楠
PHED109350,体育-4,86,32,0.5,"刘长江,郭晨"
PHED109350,体育-4,87,32,0.5,胡良楠
PHED109350,体育-4,88,32,0.5,彭麟凯
PHED109350,体育-4,89,32,0.5,谢招福
PHED109350,体育-4,90,32,0.5,宋雷
PHED109350,体育-4,91,32,0.5,宋雷
PHED109350,体育-4,92,32,0.5,冯申阳
PHED109350,体育-4,93,32,0.5,冯申阳
PHED109350,体育-4,94,32,0.5,冯申阳
PHED109350,体育-4,95,32,0.5,程立雪
PHED109350,体育-4,96,32,0.5,葛金琰
PHED109350,体育-4,97,32,0.5,王云冰
PHED109350,体育-4,98,32,0.5,王云冰
PHED109350,体育-4,99,32,0.5,王云冰
PHED200250,预科体育2,01,32,0.5,彭麟凯
PHED200250,预科体育2,02,32,0.5,尚尧
PHED200250,预科体育2,03,32,0.5,谢招福
PHED200250,预科体育2,04,32,0.5,高丹娜
PHED200250,预科体育2,05,32,0.5,王真
PHED200250,预科体育2,06,32,0.5,李飞
PHED200250,预科体育2,07,32,0.5,程立雪
PHED200250,预科体育2,08,32,0.5,葛金琰
PHED200950,运动训练-4,01,64,4,"贺京周,位桂香"
PHED201050,运动训练-2,01,64,4,"贺京周,位桂香"
PHED900150,长跑,01,16,0,王真
PHED900150,长跑,02,16,0,王真
PHED900150,长跑,03,16,0,贺智裕
PHED900150,长跑,04,16,0,贺智裕
PHED900150,长跑,05,16,0,贺智裕
PHED900150,长跑,06,16,0,贺智裕
PHED900150,长跑,07,16,0,李飞
PHED900150,长跑,08,16,0,李飞
PHED900150,长跑,09,16,0,党笛洋
PHED900150,长跑,10,16,0,党笛洋
PHED900150,长跑,11,16,0,穆若颖
PHED900150,长跑,12,16,0,穆若颖
PHED900150,长跑,14,16,0,穆若颖
PHED900150,长跑,15,16,0,穆若颖
PHED900150,长跑,16,16,0,穆若颖
PHED900150,长跑,17,16,0,张慧雯
PHED900150,长跑,18,16,0,党笛洋
PHED900150,长跑,19,16,0,党笛洋
PHED900150,长跑,20,16,0,张慧雯
PHED900150,长跑,21,16,0,杨光
PHED900150,长跑,22,16,0,杨光
PHED900150,长跑,23,16,0,程立雪
PHED900150,长跑,24,16,0,程立雪
PHED900150,长跑,25,16,0,张中江
PHED900150,长跑,26,16,0,张中江
PHED900150,长跑,27,16,0,牛潇锋
PHED900150,长跑,28,16,0,牛潇锋
PHED900150,长跑,29,16,0,牛潇锋
PHED900150,长跑,30,16,0,牛潇锋
PHED900150,长跑,32,16,0,徐川傲
PHED900150,长跑,33,16,0,"何黛,万菲"
PHED900150,长跑,36,16,0,"何黛,万菲"
PHED900150,长跑,37,16,0,"宇文展,杨彦博"
PHED900150,长跑,38,16,0,"宇文展,杨彦博"
PHED900150,长跑,40,16,0,李靖
PHED900150,长跑,41,16,0,李靖
PHED900150,长跑,42,16,0,李靖
PHED900150,长跑,43,16,0,韩骥磊
PHED900150,长跑,44,16,0,韩骥磊
PHED900150,长跑,45,16,0,韩骥磊
PHED900150,长跑,46,16,0,韩骥磊
PHED900150,长跑,48,16,0,东岳
PHED900150,长跑,49,16,0,肖坤鹏
PHED900150,长跑,50,16,0,肖坤鹏
PHED900150,长跑,53,16,0,彭麟凯
PHED900150,长跑,54,16,0,彭麟凯
PHED900150,长跑,55,16,0,彭麟凯
PHED900150,长跑,56,16,0,彭麟凯
PHED900150,长跑,57,16,0,谢招福
PHED900150,长跑,58,16,0,谢招福
PHED900150,长跑,59,16,0,谢招福
PHED900150,长跑,60,16,0,谢招福
PHED900150,长跑,64,16,0,张蕾
PHED900150,长跑,68,16,0,胡浩
PHED900150,长跑,69,16,0,"张博昆,杨彦博"
PHED900150,长跑,70,16,0,"张博昆,杨彦博"
PHED900150,长跑,71,16,0,尚尧
PHED900150,长跑,72,16,0,尚尧
PHED900150,长跑,74,16,0,牛潇锋
PHED900150,长跑,77,16,0,刘超洋
PHED900150,长跑,78,16,0,刘超洋
PHED900150,长跑,79,16,0,胡良楠
PHED900150,长跑,80,16,0,胡良楠
PHED900250,200米游泳,01,16,0,朱雪宇
PHED900250,200米游泳,02,16,0,朱雪宇
PHED900250,200米游泳,04,16,0,刘迅雷
PHED900250,200米游泳,05,16,0,程立雪
PHED900250,200米游泳,06,16,0,程立雪
PHED900250,200米游泳,07,16,0,葛金琰
PHED900250,200米游泳,08,16,0,葛金琰
PHED900250,200米游泳,09,16,0,葛金琰
PHED900250,200米游泳,10,16,0,葛金琰
PHED900350,24式太极拳,02,16,0,洪流
PHED900350,24式太极拳,03,16,0,张斌南
PHED900350,24式太极拳,04,16,0,张斌南
PHED900350,24式太极拳,05,16,0,姚明霞
PHED900750,陆上赛艇,01,16,0,路海华
PHED900750,陆上赛艇,02,16,0,路海华
PHED900750,陆上赛艇,03,16,0,路海华
PHED900750,陆上赛艇,04,16,0,路海华
PHED900750,陆上赛艇,05,16,0,路海华
PHED900750,陆上赛艇,06,16,0,路海华
PHED900750,陆上赛艇,07,16,0,弥军民
PHED900750,陆上赛艇,08,16,0,弥军民
PHED900750,陆上赛艇,09,16,0,张丽萍
PHED900750,陆上赛艇,12,16,0,贺智裕
PHED900750,陆上赛艇,13,16,0,路海华
PHED900750,陆上赛艇,14,16,0,路海华
PHED900750,陆上赛艇,15,16,0,路海华
PHED900750,陆上赛艇,16,16,0,路海华
PHED900750,陆上赛艇,17,16,0,孙蔚
PHED900750,陆上赛艇,18,16,0,孙蔚
PHED900750,陆上赛艇,19,16,0,孙蔚
PHED900750,陆上赛艇,20,16,0,孙蔚
PHED900750,陆上赛艇,21,16,0,孙蔚
PHED900750,陆上赛艇,22,16,0,孙蔚
CORE100312,欧洲文明的现代历程,01,32,2,"张雨金,邱鹄,张莉,田鹏"
CORE100412,逻辑思维与交流,01,32,2,"吉乐,成旻,邵娟,龚颖,牛莉"
CORE100412,逻辑思维与交流,02,32,2,"吉乐,成旻,邵娟,龚颖,牛莉"
CORE100512,跨文化学术交流基础,01,32,2,牛莉
ENGL101912,出国访学准备（钱学森学院）,01,32,2,牛莉
ENGL101912,出国访学准备（钱学森学院）,02,32,2,龚颖
ENGL110612,医学英语词汇（留）,01,48,3,范晓晖
ENGL110612,医学英语词汇（留）,02,48,3,范晓晖
ENGL110812,二外/英语-1,01,32,2,朱嘉春
ENGL110812,二外/英语-1,02,32,2,赵葆珉
ENGL110912,二外/英语-3,01,32,2,朱嘉春
ENGL110912,二外/英语-3,02,32,2,赵葆珉
ENGL200312,阅读与写作（少年班）2,01,32,2,成旻
ENGL200312,阅读与写作（少年班）2,02,32,2,成旻
ENGL200312,阅读与写作（少年班）2,03,32,2,成旻
ENGL200312,阅读与写作（少年班）2,04,32,2,牛莉
ENGL200312,阅读与写作（少年班）2,05,32,2,牛莉
ENGL200312,阅读与写作（少年班）2,06,32,2,龚颖
ENGL200312,阅读与写作（少年班）2,07,32,2,龚颖
ENGL200312,阅读与写作（少年班）2,08,32,2,龚颖
ENGL200612,交流与表达（少年班）2,01,32,2,成旻
ENGL200612,交流与表达（少年班）2,02,32,2,成旻
ENGL200612,交流与表达（少年班）2,03,32,2,成旻
ENGL200612,交流与表达（少年班）2,04,32,2,牛莉
ENGL200612,交流与表达（少年班）2,05,32,2,牛莉
ENGL200612,交流与表达（少年班）2,06,32,2,龚颖
ENGL200612,交流与表达（少年班）2,07,32,2,龚颖
ENGL200612,交流与表达（少年班）2,08,32,2,龚颖
ENGL201012,大学英语2（民族预科）,01,64,4,曹浩煊
ENGL201012,大学英语2（民族预科）,02,64,4,李蓓岚
ENGL201512,欧洲文化渊源,01,32,2,邱鹄
ENGL201512,欧洲文化渊源,02,32,2,邱鹄
ENGL201512,欧洲文化渊源,03,32,2,张丽娟
ENGL201512,欧洲文化渊源,04,32,2,张丽娟
ENGL201512,欧洲文化渊源,05,32,2,张丽娟
ENGL201512,欧洲文化渊源,06,32,2,张丽娟
ENGL201512,欧洲文化渊源,09,32,2,卢燕华
ENGL201512,欧洲文化渊源,10,32,2,卢燕华
ENGL201512,欧洲文化渊源,11,32,2,冯娟
ENGL201512,欧洲文化渊源,12,32,2,冯娟
ENGL201512,欧洲文化渊源,15,32,2,邱鹄
ENGL201512,欧洲文化渊源,16,32,2,邱鹄
ENGL201512,欧洲文化渊源,17,32,2,卢燕华
ENGL201512,欧洲文化渊源,18,32,2,卢燕华
ENGL201512,欧洲文化渊源,19,32,2,邱鹄
ENGL201512,欧洲文化渊源,20,32,2,邱鹄
ENGL201512,欧洲文化渊源,21,32,2,蔡宁
ENGL201512,欧洲文化渊源,22,32,2,蔡宁
ENGL201512,欧洲文化渊源,23,32,2,蔡宁
ENGL201512,欧洲文化渊源,24,32,2,蔡宁
ENGL201512,欧洲文化渊源,25,32,2,庞云青
ENGL201512,欧洲文化渊源,26,32,2,庞云青
ENGL201512,欧洲文化渊源,27,32,2,庞云青
ENGL201512,欧洲文化渊源,28,32,2,庞云青
ENGL201512,欧洲文化渊源,29,32,2,蔡宁
ENGL201512,欧洲文化渊源,30,32,2,蔡宁
ENGL201912,美国文化,01,32,2,司选海
ENGL201912,美国文化,02,32,2,司选海
ENGL201912,美国文化,03,32,2,司选海
ENGL201912,美国文化,04,32,2,司选海
ENGL201912,美国文化,05,32,2,王丽娟
ENGL201912,美国文化,06,32,2,王丽娟
ENGL201912,美国文化,07,32,2,尹转云
ENGL201912,美国文化,08,32,2,尹转云
ENGL201912,美国文化,09,32,2,尹转云
ENGL201912,美国文化,10,32,2,尹转云
ENGL201912,美国文化,11,32,2,刘琳
ENGL201912,美国文化,12,32,2,刘琳
ENGL201912,美国文化,13,32,2,王丽娟
ENGL201912,美国文化,14,32,2,王丽娟
ENGL201912,美国文化,15,32,2,赵亚军
ENGL201912,美国文化,16,32,2,赵亚军
ENGL201912,美国文化,17,32,2,刘琳
ENGL201912,美国文化,18,32,2,刘琳
ENGL201912,美国文化,19,32,2,赵亚军
ENGL201912,美国文化,20,32,2,赵亚军
ENGL202112,商务英语,01,32,2,陈丽
ENGL202112,商务英语,03,32,2,陈丽
ENGL202112,商务英语,04,32,2,陈丽
ENGL202312,英语辩论,01,32,2,张静洁
ENGL202312,英语辩论,02,32,2,邹郝晶
ENGL202312,英语辩论,03,32,2,李瑞
ENGL202312,英语辩论,04,32,2,李瑞
ENGL202412,英语电影视听说,05,32,2,马琼
ENGL202412,英语电影视听说,06,32,2,马琼
ENGL202412,英语电影视听说,07,32,2,潘一
ENGL202412,英语电影视听说,08,32,2,潘一
ENGL202412,英语电影视听说,09,32,2,马琼
ENGL202412,英语电影视听说,10,32,2,马琼
ENGL202412,英语电影视听说,12,32,2,潘一
ENGL202412,英语电影视听说,13,32,2,闫秀荣
ENGL202412,英语电影视听说,14,32,2,闫秀荣
ENGL202412,英语电影视听说,15,32,2,闫秀荣
ENGL202412,英语电影视听说,16,32,2,闫秀荣
ENGL203112,英语学术论文写作,01,32,2,邵娟
ENGL203112,英语学术论文写作,02,32,2,邵娟
ENGL203112,英语学术论文写作,03,32,2,邵娟
ENGL203112,英语学术论文写作,04,32,2,葛冬梅
ENGL203112,英语学术论文写作,05,32,2,葛冬梅
ENGL203112,英语学术论文写作,06,32,2,马丽娜
ENGL203112,英语学术论文写作,07,32,2,马丽娜
ENGL203112,英语学术论文写作,08,32,2,阎小强
ENGL203112,英语学术论文写作,09,32,2,阎小强
ENGL203112,英语学术论文写作,10,32,2,阎小强
ENGL203112,英语学术论文写作,11,32,2,阎小强
ENGL203112,英语学术论文写作,12,32,2,马丽娜
ENGL203112,英语学术论文写作,13,32,2,马丽娜
ENGL203112,英语学术论文写作,14,32,2,葛冬梅
ENGL203112,英语学术论文写作,15,32,2,葛冬梅
ENGL203312,中国文化翻译,01,32,2,靳蓉
ENGL203312,中国文化翻译,02,32,2,焦晓凌
ENGL203312,中国文化翻译,03,32,2,许明
ENGL203312,中国文化翻译,04,32,2,赵晓英
ENGL203312,中国文化翻译,05,32,2,靳蓉
ENGL203312,中国文化翻译,06,32,2,焦晓凌
ENGL203312,中国文化翻译,07,32,2,许明
ENGL203312,中国文化翻译,08,32,2,赵晓英
ENGL203312,中国文化翻译,09,32,2,焦晓凌
ENGL203312,中国文化翻译,10,32,2,赵晓英
ENGL203312,中国文化翻译,11,32,2,焦晓凌
ENGL203312,中国文化翻译,12,32,2,赵晓英
ENGL203312,中国文化翻译,13,32,2,杨芳
ENGL203312,中国文化翻译,14,32,2,王雪梅
ENGL203312,中国文化翻译,15,32,2,杨芳
ENGL203312,中国文化翻译,16,32,2,王雪梅
ENGL203312,中国文化翻译,17,32,2,杨芳
ENGL203312,中国文化翻译,18,32,2,王雪梅
ENGL203312,中国文化翻译,19,32,2,杨芳
ENGL203312,中国文化翻译,20,32,2,王雪梅
ENGL203412,阅读与思辨,01,32,2,孙燕
ENGL203412,阅读与思辨,02,32,2,何宗昌
ENGL203412,阅读与思辨,03,32,2,王朝霖
ENGL203412,阅读与思辨,04,32,2,孙燕
ENGL203412,阅读与思辨,05,32,2,何宗昌
ENGL203412,阅读与思辨,06,32,2,王朝霖
ENGL203412,阅读与思辨,07,32,2,沙云翔
ENGL203412,阅读与思辨,08,32,2,沙云翔
ENGL203412,阅读与思辨,09,32,2,孙燕
ENGL203412,阅读与思辨,10,32,2,黑玉芬
ENGL203412,阅读与思辨,11,32,2,曹扬波
ENGL203412,阅读与思辨,12,32,2,孙燕
ENGL203412,阅读与思辨,13,32,2,黑玉芬
ENGL203412,阅读与思辨,14,32,2,曹扬波
ENGL203412,阅读与思辨,15,32,2,崔延红
ENGL203412,阅读与思辨,16,32,2,黑玉芬
ENGL203412,阅读与思辨,17,32,2,曹扬波
ENGL203412,阅读与思辨,18,32,2,崔延红
ENGL203412,阅读与思辨,19,32,2,崔延红
ENGL203412,阅读与思辨,20,32,2,王朝霖
ENGL203412,阅读与思辨,21,32,2,王朝霖
ENGL203412,阅读与思辨,22,32,2,何宗昌
ENGL203412,阅读与思辨,23,32,2,何宗昌
ENGL203512,英语写作基础,01,32,2,杨亭
ENGL203512,英语写作基础,02,32,2,杨亭
ENGL203512,英语写作基础,03,32,2,杨亭
ENGL203512,英语写作基础,04,32,2,杨亭
ENGL203612,雅思写作,06,32,2,杨扬
ENGL203612,雅思写作,07,32,2,杨扬
ENGL203612,雅思写作,08,32,2,范璐
ENGL203612,雅思写作,09,32,2,范璐
ENGL203612,雅思写作,10,32,2,王东
ENGL203612,雅思写作,11,32,2,王东
ENGL203712,沟通与文化交流,01,32,2,许明
ENGL203712,沟通与文化交流,02,32,2,许明
ENGL203712,沟通与文化交流,03,32,2,靳蓉
ENGL203712,沟通与文化交流,04,32,2,靳蓉
ENGL203712,沟通与文化交流,05,32,2,许颖
ENGL203712,沟通与文化交流,06,32,2,许颖
ENGL203712,沟通与文化交流,07,32,2,许颖
ENGL203712,沟通与文化交流,08,32,2,许颖
ENGL203812,雅思口语,01,32,2,曹兴潭
ENGL203812,雅思口语,02,32,2,曹兴潭
ENGL203812,雅思口语,03,32,2,田鹏
ENGL203812,雅思口语,04,32,2,田鹏
ENGL203812,雅思口语,05,32,2,田鹏
ENGL203812,雅思口语,06,32,2,田鹏
ENGL203812,雅思口语,07,32,2,JAKONIA GIORGI
ENGL203812,雅思口语,08,32,2,JAKONIA GIORGI
ENGL203812,雅思口语,09,32,2,JAKONIA GIORGI
ENGL203812,雅思口语,10,32,2,杨扬
ENGL203812,雅思口语,11,32,2,杨扬
ENGL203812,雅思口语,12,32,2,何惠勤
ENGL203812,雅思口语,13,32,2,钱希
ENGL203812,雅思口语,14,32,2,何惠勤
ENGL203812,雅思口语,15,32,2,钱希
ENGL203812,雅思口语,16,32,2,JAKONIA GIORGI
ENGL203812,雅思口语,17,32,2,JAKONIA GIORGI
ENGL203812,雅思口语,18,32,2,何惠勤
ENGL203812,雅思口语,19,32,2,何惠勤
ENGL203912,TED英语视听说I,01,32,2,李瑛
ENGL203912,TED英语视听说I,02,32,2,李瑛
ENGL203912,TED英语视听说I,05,32,2,李瑛
ENGL203912,TED英语视听说I,06,32,2,李瑛
ENGL204012,TED 英语视听说II,01,32,2,郑青
ENGL204012,TED 英语视听说II,02,32,2,郑青
ENGL204012,TED 英语视听说II,03,32,2,孙长虹
ENGL204012,TED 英语视听说II,04,32,2,孙长虹
ENGL204012,TED 英语视听说II,05,32,2,朱立芸
ENGL204012,TED 英语视听说II,06,32,2,孙长虹
ENGL204012,TED 英语视听说II,07,32,2,朱立芸
ENGL204012,TED 英语视听说II,08,32,2,许梅
ENGL204012,TED 英语视听说II,09,32,2,朱立芸
ENGL204012,TED 英语视听说II,10,32,2,许梅
ENGL204012,TED 英语视听说II,11,32,2,孙长虹
ENGL204012,TED 英语视听说II,12,32,2,朱立芸
ENGL204012,TED 英语视听说II,13,32,2,卫朝霞
ENGL204012,TED 英语视听说II,14,32,2,卫朝霞
ENGL204012,TED 英语视听说II,15,32,2,卫朝霞
ENGL204012,TED 英语视听说II,16,32,2,卫朝霞
ENGL204012,TED 英语视听说II,17,32,2,郑青
ENGL204012,TED 英语视听说II,18,32,2,郑青
ENGL204012,TED 英语视听说II,19,32,2,许梅
ENGL204412,新一代大学英语,03,32,2,杜文博
ENGL204412,新一代大学英语,04,32,2,杜文博
ENGL204612,医学英语术语,01,32,2,张鹏
ENGL204612,医学英语术语,02,32,2,张鹏
ENGL204612,医学英语术语,03,32,2,张鹏
ENGL204612,医学英语术语,04,32,2,张鹏
ENGL204612,医学英语术语,05,32,2,张鹏
ENGL204612,医学英语术语,06,32,2,张鹏
ENGL204612,医学英语术语,07,32,2,黄奕
ENGL204612,医学英语术语,08,32,2,黄奕
ENGL204612,医学英语术语,09,32,2,黄奕
ENGL204612,医学英语术语,10,32,2,黄奕
ENGL204612,医学英语术语,11,32,2,冯娟
ENGL204612,医学英语术语,12,32,2,冯娟
ENGL204612,医学英语术语,13,32,2,冯娟
ENGL204612,医学英语术语,14,32,2,冯娟
ENGL204612,医学英语术语,15,32,2,詹菊红
ENGL204612,医学英语术语,16,32,2,詹菊红
ENGL204612,医学英语术语,17,32,2,詹菊红
ENGL204612,医学英语术语,18,32,2,詹菊红
ENGL204612,医学英语术语,19,32,2,晏国莉
ENGL204612,医学英语术语,20,32,2,晏国莉
ENGL204612,医学英语术语,21,32,2,晏国莉
ENGL204612,医学英语术语,22,32,2,晏国莉
ENGL204612,医学英语术语,23,32,2,彭凤玲
ENGL204612,医学英语术语,24,32,2,彭凤玲
ENGL204612,医学英语术语,25,32,2,董艳云
ENGL205212,国际人才英语,01,32,2,张静洁
ENGL205212,国际人才英语,02,32,2,张静洁
ENGL205212,国际人才英语,03,32,2,张静洁
ENGL205212,国际人才英语,04,32,2,邹郝晶
ENGL205212,国际人才英语,05,32,2,牛江
ENGL205212,国际人才英语,06,32,2,牛江
ENGL205212,国际人才英语,07,32,2,牛江
ENGL205212,国际人才英语,08,32,2,牛江
ENGL205212,国际人才英语,09,32,2,牛江
ENGL205212,国际人才英语,10,32,2,牛江
ENGL205212,国际人才英语,11,32,2,李瑞
ENGL205212,国际人才英语,12,32,2,李瑞
ENGL206512,学术英语听说,01,32,2,王芙蓉
ENGL206512,学术英语听说,02,32,2,王芙蓉
ENGL206512,学术英语听说,03,32,2,吉乐
ENGL206512,学术英语听说,04,32,2,吉乐
ENGL206512,学术英语听说,05,32,2,许小艳
ENGL206512,学术英语听说,06,32,2,许小艳
ENGL206512,学术英语听说,07,32,2,许梅
ENGL206512,学术英语听说,08,32,2,许梅
ENGL206912,学术英语读写,01,32,2,卢燕华
ENGL206912,学术英语读写,02,32,2,卢燕华
ENGL206912,学术英语读写,03,32,2,卢燕华
ENGL206912,学术英语读写,04,32,2,彭凤玲
ENGL206912,学术英语读写,05,32,2,彭凤玲
ENGL206912,学术英语读写,06,32,2,陈琦
ENGL206912,学术英语读写,07,32,2,陈琦
ENGL206912,学术英语读写,08,32,2,陈琦
ENGL207212,理解当代中国：英语读写,01,32,2,高洋
ENGL207212,理解当代中国：英语读写,02,32,2,高洋
ENGL207212,理解当代中国：英语读写,03,32,2,杜文博
ENGL410712,英语语法,01,32,2,"陈向京,张蕾"
ENGL410712,英语语法,02,32,2,"陈向京,张蕾"
ENGL410712,英语语法,03,32,2,"陈向京,张蕾"
ENGL430312,语言学概论,01,32,2,"张蕾,杨瑞英,张晓鹏"
ENGL430312,语言学概论,02,32,2,"杨瑞英,张蕾,张晓鹏"
ENGL430312,语言学概论,03,32,2,"杨瑞英,张蕾,张晓鹏"
ENGL430312,语言学概论,04,32,2,"杨瑞英,张蕾,张晓鹏"
ENGL441912,美国文学史及选读（日英方向）,01,32,2,邹敏
ENGL442312,综合英语（日英方向）I-2,01,64,4,"李莹,曹浩煊"
ENGL442612,英语视听说（日英方向）-2,01,32,2,张莉
ENGL442712,美国文学史及选读-2,01,32,2,"杜丽霞,邹敏"
ENGL442712,美国文学史及选读-2,02,32,2,"杜丽霞,邹敏"
ENGL442712,美国文学史及选读-2,03,32,2,"杜丽霞,邹敏"
ENGL442712,美国文学史及选读-2,04,32,2,"杜丽霞,邹敏"
ENGL443212,口译实务-2,01,24,1.5,"李雅丽,常虹"
ENGL443212,口译实务-2,02,24,1.5,"李雅丽,常虹"
ENGL443212,口译实务-2,03,24,1.5,"李雅丽,常虹"
ENGL443212,口译实务-2,04,24,1.5,"李雅丽,常虹"
ENGL443412,英语演讲,01,32,2,刘睿
ENGL443412,英语演讲,02,32,2,刘睿
ENGL443412,英语演讲,03,32,2,刘睿
ENGL444212,笔译-2,01,24,1.5,张敏
ENGL444212,笔译-2,02,24,1.5,张敏
ENGL444212,笔译-2,03,24,1.5,张敏
ENGL444212,笔译-2,04,24,1.5,张敏
ENGL445612,英语写作-2,01,32,2,彭凤玲
ENGL445612,英语写作-2,02,32,2,彭凤玲
ENGL445612,英语写作-2,03,32,2,彭凤玲
ENGL445712,综合英语：文学,01,48,3,王非
ENGL445712,综合英语：文学,02,48,3,黄平安
ENGL445712,综合英语：文学,03,48,3,黄平安
ENGL445812,英语视听说-2,01,32,2,张莉
ENGL445812,英语视听说-2,02,32,2,董艳云
ENGL445812,英语视听说-2,03,32,2,董艳云
ENGL446112,综合英语：哲学,01,48,3,王非
ENGL446112,综合英语：哲学,02,48,3,赵葆珉
ENGL446112,综合英语：哲学,03,48,3,李莹
ENGL446112,综合英语：哲学,04,48,3,李莹
ENGL446412,英语写作-4,01,32,2,范晓晖
ENGL446412,英语写作-4,02,32,2,范晓晖
ENGL446412,英语写作-4,03,32,2,范晓晖
ENGL446412,英语写作-4,04,32,2,范晓晖
ENGL446712,英国文学史及选读,01,48,3,曹兴潭
ENGL446712,英国文学史及选读,02,48,3,曹兴潭
ENGL446712,英国文学史及选读,03,48,3,曹兴潭
ENGL446712,英国文学史及选读,04,48,3,曹兴潭
ENGL510412,诗歌赏析与翻译,01,16,1,曹浩煊
ENGL510412,诗歌赏析与翻译,02,16,1,曹浩煊
ENGL531612,英美戏剧,01,32,2,KALAYCI HASAN HUSEYIN
ENGL531612,英美戏剧,02,32,2,KALAYCI HASAN HUSEYIN
ENGL531712,文化批评：理论与实践,01,16,1,史鹏路
ENGL532112,二语习得,01,32,2,杨文纯
ENGL532112,二语习得,02,32,2,杨文纯
ENGL532512,应用语言学概论,01,16,1,"张蕾,张晓鹏"
ENGL532512,应用语言学概论,02,16,1,"张蕾,张晓鹏"
ENGL532812,国际交流演讲与辩论,01,32,2,楚建伟
ENGL532812,国际交流演讲与辩论,02,32,2,楚建伟
ENGL532812,国际交流演讲与辩论,03,32,2,楚建伟
ENGL532812,国际交流演讲与辩论,04,32,2,楚建伟
ENGL532812,国际交流演讲与辩论,05,32,2,胡洁
ENGL532812,国际交流演讲与辩论,06,32,2,胡洁
