S#,C#,GRADE
1032315,YS-42,78.8
1032571,ME-48,45.5
1032327,TO-71,91.3
1035403,FT-03,72.2
1036274,AT-16,34.8
1036639,SM-85,96.6
1036646,IM-24,65.5
1034481,EM-12,58.7
1036353,ED-67,87.2
1032107,ED-37,52.8
1033315,MP-02,51.2
1032160,OM-03,37.7
1036762,AN-52,94.1
1034062,ED-68,44.3
1034704,LC-13,57.1
1035031,MA-45,89.0
1036724,MA-07,61.6
1035053,RM-44,57.8
1036248,NA-32,94.4
1033658,ED-85,84.9
1032261,GT-56,72.7
1035778,TS-30,36.2
1035502,MA-83,81.5
1036083,RE-20,87.0
1033857,PN-22,55.8
1034341,NG-28,33.1
1035873,SJ-47,59.8
1033786,GT-31,48.8
1032144,SM-67,46.5
1036709,NG-02,81.7
1032387,LI-09,74.2
1033840,VL-60,99.0
1034226,YS-55,58.6
1032196,AU-24,59.8
1032847,TO-31,54.4
1033170,EC-65,39.5
1034679,RM-01,45.9
1032103,TO-74,48.8
1035322,CH-24,64.7
1034307,TH-36,74.7
1034095,ND-95,85.7
1032334,EC-18,42.4
1033684,ND-50,64.0
1032704,MP-37,90.2
1035491,LS-01,63.8
1032055,RA-43,52.6
1033661,EM-18,31.7
1034238,TO-29,93.5
1033395,LU-80,97.2
1035997,LI-82,85.3
1035975,NA-14,69.2
1032217,RS-09,49.8
1032549,NA-87,95.2
1034285,TS-51,48.3
1035817,GL-70,43.3
1033465,AN-46,55.3
1034687,SM-56,66.1
1035573,PN-32,99.0
1032361,TE-23,40.5
1035392,EM-30,95.5
1032432,RE-03,83.9
1033368,TH-60,92.9
1033695,CH-63,42.2
1036496,TH-88,55.5
1035516,GT-79,85.3
1036226,ED-09,49.1
1035049,MP-33,70.3
1032428,NG-09,64.3
1036622,ED-91,75.5
1035499,IM-71,93.0
1033885,BH-19,46.4
1034407,FT-06,56.1
1034735,CH-06,61.0
1032837,SJ-44,36.4
1034754,MA-77,74.4
1033870,ES-85,39.0
1033926,PN-01,55.9
1032567,DE-17,46.7
1032601,ED-12,34.9
1035262,OL-16,93.4
1032586,ND-29,67.9
1032777,OL-93,49.0
1034301,TH-85,93.9
1033509,RE-07,68.9
1032976,GT-21,96.1
1033831,AU-01,60.0
1033629,NG-93,86.2
1036955,TE-19,70.4
1034803,MA-19,76.3
1033613,YS-37,91.3
1033668,DE-65,62.8
1036227,GL-88,94.9
1036862,WS-09,90.5
1034528,ED-28,63.7
1036141,DE-95,96.3
1035463,CH-41,85.0
1035790,LI-94,54.0
1033561,LC-92,46.7
1033167,SM-44,97.3
1036902,EC-10,30.4
1034275,TH-45,86.2
1034385,RE-44,41.3
1035053,OL-45,91.7
1036885,EC-69,71.4
1036028,AU-09,41.8
1036392,TS-03,88.6
1036071,RE-54,59.5
1033260,PO-83,32.1
1034532,MP-87,89.5
1034114,CH-26,78.9
1033131,TS-54,92.5
1032136,RS-42,94.4
1034207,RA-34,53.1
1032052,PA-14,58.0
1034113,TL-01,50.3
1036611,CH-44,86.9
1035623,EC-19,50.7
1036732,IM-16,48.8
1033719,SJ-44,51.0
1035552,CL-28,75.0
1035168,EM-58,40.5
1036132,LS-40,38.5
1034934,MT-05,85.0
1034140,AU-34,49.3
1032968,LS-05,30.5
1033773,SJ-42,91.2
1033787,TL-58,76.2
1033454,SM-25,50.0
1035127,NG-92,51.9
1033415,RM-22,44.0
1032818,DE-08,60.2
1033573,NG-20,74.1
1035231,NA-74,67.8
1036493,EM-92,77.2
1033425,ED-59,55.3
1032967,LC-09,52.8
1036815,PN-44,72.1
1035948,PN-61,42.4
1034796,GT-49,32.9
1036142,AU-94,60.7
1033300,DE-20,30.4
1033928,LC-32,94.4
1032918,YS-52,59.7
1033998,PO-51,35.9
1035113,GL-32,40.2
1034457,SM-56,59.7
1033546,SM-44,79.3
1036825,TO-26,58.1
1036713,MD-73,60.0
1036453,YL-26,43.6
1032876,LC-83,71.2
1033210,MA-42,44.5
1034185,IM-31,38.0
1034751,ED-18,79.2
1035453,CH-85,88.6
1032749,RS-11,63.5
1033464,NA-31,72.4
1036185,ED-37,45.7
1036565,PO-41,91.9
1036573,GT-43,44.3
1035483,EM-47,49.4
1033998,EM-89,57.9
1034754,IM-37,67.7
1034537,TO-24,78.9
1034492,EM-82,73.4
1036147,AU-16,86.5
1032537,CL-83,55.0
1033350,OM-25,98.3
1032652,WS-33,38.3
1033065,RA-40,53.3
1033855,FT-37,60.2
1034926,MD-70,50.6
1035366,ND-30,39.3
1033240,TS-67,66.8
1032077,EC-72,98.9
1034230,LC-89,86.2
1036239,WS-92,40.2
1036405,SM-29,42.2
1034121,TE-89,77.3
1033377,NA-19,88.2
1036024,DE-39,85.4
1034858,TE-46,63.8
1032028,SJ-75,50.9
1036748,BH-25,34.3
1035327,SM-06,71.2
1035677,PN-22,91.7
1034759,OM-80,50.6
1035015,RE-18,75.9
1036186,EC-87,82.8
1035221,ND-72,77.7
1033943,DE-86,76.8
1032641,GL-77,40.9
1034455,YS-00,68.4
1036825,YS-20,49.0
1036865,MP-64,56.7
1036462,CH-36,31.7
1032723,MP-35,99.1
1033540,SJ-71,44.5
1036001,RM-83,94.7
1036595,CH-88,54.5
1036665,FT-06,63.3
1036624,LS-08,73.0
1036856,EC-76,86.5
1035880,GL-95,72.5
1032811,RE-42,33.1
1035245,ME-77,73.2
1035109,LC-22,71.6
1035210,CH-64,89.3
1034386,IM-93,79.0
1033449,CH-87,63.8
1034630,YS-37,90.5
1033255,PO-38,64.8
1036531,LC-21,67.3
1036934,OL-53,51.7
1034079,EM-30,81.7
1036955,IM-24,73.0
1034244,ED-38,85.8
1036476,SJ-03,79.3
1033593,TS-36,75.8
1032385,NG-26,94.3
1032955,GT-56,69.4
1035344,FT-10,66.4
1036386,NG-27,97.8
1033946,ED-60,45.6
1032852,CL-44,43.2
1032205,RS-09,78.1
1032106,ED-89,68.0
1034696,TH-60,40.0
1032878,CP-86,58.5
1035184,CH-82,64.8
1034932,ED-06,67.7
1035800,AN-94,62.3
1033558,TH-31,67.6
1033941,EC-22,50.2
1035086,NG-41,43.2
1034396,ED-08,80.1
1034499,TL-88,49.3
1036672,GL-43,78.7
1034210,RE-51,79.7
1035105,EM-07,45.3
1035631,MP-46,90.7
1033782,ED-33,59.5
1035363,SM-35,54.0
1036564,OM-83,96.0
1036648,TO-96,73.7
1032988,CH-91,55.1
1033712,IM-48,46.5
1034878,MD-79,84.4
1033014,OL-45,100.0
1032253,ED-92,89.4
1034813,GT-16,77.2
1032353,CH-86,93.7
1035445,TS-43,37.5
1036650,EM-84,85.8
1033551,TS-44,56.6
1034111,MA-25,67.2
1033067,GT-26,38.7
1036816,YS-38,94.3
1034329,CL-32,93.7
1035743,LC-22,42.6
1033887,PO-47,87.5
1032311,CH-04,63.2
1032316,PA-14,88.6
1034405,RS-56,46.3
1032131,BH-28,74.3
1035021,TH-89,65.0
1032203,ED-45,89.1
1032443,GT-27,46.6
1032820,LC-91,40.1
1034393,ED-53,58.3
1033697,TL-16,31.2
1036961,MP-35,64.1
1035519,ND-66,52.9
1033367,RM-41,97.1
1033868,EM-77,83.2
1032277,MA-42,74.3
1032597,ED-53,32.4
1033365,YS-67,69.3
1035503,NA-29,66.7
1035607,CL-26,54.5
1035370,PO-77,99.6
1034064,SM-21,64.3
1034060,EA-12,40.7
1035750,EC-47,68.8
1035679,WS-44,72.2
1034032,TH-60,52.8
1033119,LC-49,95.0
1034501,AU-94,37.5
1034866,OM-16,87.1
1035677,SM-83,64.0
1032168,ED-72,93.7
1032408,EN-75,79.2
1032761,OL-22,67.4
1035129,CH-68,82.0
1036554,GT-56,46.1
1035307,TE-13,31.7
1032093,IC-12,78.4
1033529,CH-84,41.2
1035648,SJ-72,94.5
1032966,SJ-47,78.9
1035076,CH-15,97.0
1035844,SM-15,76.9
1035156,YS-06,64.6
1033953,CL-83,75.2
1032460,MD-13,88.1
1033015,OL-11,44.9
1036832,RS-35,31.6
1033991,AU-94,91.7
1035963,TH-27,69.0
1032781,LC-85,98.3
1032337,TO-68,73.3
1035152,NA-72,79.8
1035982,MD-21,54.8
1034517,MP-40,76.5
1034509,VL-60,81.8
1033130,PO-71,82.5
1035364,ND-41,32.2
1036979,PO-26,78.8
1032105,GT-23,31.4
1036842,CH-20,63.6
1034928,TE-46,97.9
1032393,AN-94,68.9
1033726,OL-45,37.5
1034079,CH-81,56.8
1033688,SM-67,71.5
1034012,AN-76,93.3
1034146,ND-48,92.2
1035164,OM-80,95.8
1036502,FT-22,78.9
1036313,RE-14,98.0
1033343,MA-13,33.0
1033099,MP-37,88.3
1032859,FT-36,64.0
1034211,YL-26,61.8
1034291,ND-57,61.0
1032445,LI-94,30.4
1036483,LU-32,79.7
1033359,YS-29,36.9
1032373,LC-27,96.5
1035769,ED-62,81.8
1033068,NA-72,70.6
1032988,TH-22,79.2
1035539,MP-40,69.8
1032699,TO-22,60.8
1036732,ED-16,37.6
1033310,TH-64,78.3
1036388,GL-55,52.3
1036690,FT-14,83.4
1035571,NG-03,31.3
1036256,GT-25,31.2
1032311,CH-68,66.1
1033506,ED-10,87.0
1032111,EM-81,47.4
1033634,IM-10,78.5
1033718,CH-29,42.8
1033212,EC-76,41.5
1034968,IM-74,61.9
1034786,RE-80,49.9
1032151,IM-41,89.5
1035524,ED-16,74.8
1033733,EM-90,99.8
1032789,TE-06,90.2
1032417,CH-69,83.4
1032627,ED-58,77.3
1033086,ED-68,64.1
1032026,MT-31,96.6
1036155,ED-61,54.0
1034423,NA-31,38.3
1033652,TE-28,93.5
1033104,FT-17,48.8
1035542,CH-42,80.1
1033373,TE-96,55.5
1034600,CL-65,92.3
1035020,TR-09,70.8
1035515,BH-19,95.3
1035048,AU-37,95.2
1032818,IM-12,35.3
1033827,GL-19,35.5
1036787,DE-51,89.1
1036343,IM-50,36.3
1033151,NG-14,84.3
1036741,MA-39,85.7
1033529,GL-33,83.4
1032510,DE-39,73.8
1032720,TE-92,87.7
1035863,RE-71,79.3
1033760,CL-38,85.3
1034118,OL-93,36.3
1033833,ED-56,41.8
1033389,YS-00,54.5
1033885,YS-06,37.9
1035701,SP-28,83.3
1033082,EM-58,45.5
1033053,ME-10,47.0
1033837,SJ-38,41.6
1032250,LI-85,88.1
1033228,VL-39,98.8
1033529,SJ-75,94.9
1036974,NG-04,89.8
1034435,TO-28,88.4
1034485,MT-81,76.4
1036355,LC-67,39.1
1032582,CH-44,43.9
1035025,RS-51,49.2
1032454,SP-22,38.5
1033014,MA-47,64.6
1035540,MT-28,85.3
1034292,TH-32,37.4
1032655,IC-10,50.4
1036962,TE-06,98.5
1034478,RA-37,71.1
1033504,SM-01,55.2
1032217,IM-08,44.6
1035010,LC-32,62.0
1033767,ED-34,56.5
1032603,IM-12,88.2
1033237,TE-34,34.6
1033933,CH-57,30.7
1034281,NA-10,83.9
1032522,NA-14,73.1
1034988,FT-72,41.4
1032634,PO-17,38.5
1036783,TH-33,65.9
1032069,PO-42,67.0
1036575,ED-92,38.7
1033649,GL-38,47.9
1035934,TS-05,90.8
1035076,IM-18,78.2
1034217,YS-47,42.5
1032086,ND-60,57.5
1034909,NA-19,68.1
1034113,AN-92,87.6
1036401,TO-96,62.5
1032999,IM-37,37.6
1032391,MP-08,69.8
1035729,MT-92,56.7
1036529,ED-38,94.1
1035341,GT-95,68.7
1036094,IM-31,62.0
1036729,TO-68,53.5
1032789,RM-22,90.8
1032326,CL-04,74.6
1033706,WS-40,41.2
1036571,YS-16,60.0
1033090,OM-91,31.5
1033261,YS-32,34.4
1032807,MP-03,97.1
1035926,IM-26,91.8
1032380,OL-28,81.9
1034552,EM-59,48.0
1034937,LS-10,83.6
1035521,IM-05,80.5
1033634,TE-86,93.0
1033410,NG-28,68.7
1035365,TL-88,35.3
1036127,SM-25,30.9
1035886,RE-36,75.3
1035218,ME-43,89.5
1033302,LS-37,45.0
1034083,EA-12,33.4
1033074,RM-18,36.6
1032510,YS-36,89.8
1035562,GL-38,89.4
1033570,IM-16,37.3
1034009,ED-35,50.6
1036242,RS-48,45.2
1032616,GL-21,93.1
1035569,OM-16,73.0
1035748,TH-63,36.9
1035006,TO-77,35.3
1034113,LC-85,84.1
1034237,PO-42,88.0
1034449,PO-23,79.8
1035047,ED-31,44.0
1032782,NG-30,39.8
1036560,TH-31,85.3
1035647,MD-15,53.8
1036344,LC-55,77.8
1032910,FT-86,80.0
1033463,EC-90,58.7
1036924,MP-58,45.9
1036874,TS-86,56.0
1035568,AC-10,98.1
1032233,EC-37,58.1
1033812,ME-19,56.2
1035982,AN-88,30.6
1036914,ED-15,36.0
1034776,PN-61,84.0
1035795,ED-24,58.5
1036292,DE-21,60.7
1035248,EC-09,33.7
1034044,TO-86,89.8
1034952,ED-94,38.0
1036038,CH-88,55.9
1034924,EC-37,30.9
1032708,TE-56,85.9
1034969,SJ-46,89.3
1035539,ED-30,65.6
1033535,YS-17,33.3
1036260,NG-73,31.6
1035325,LI-09,49.7
1035836,PN-73,32.8
1032865,MA-19,81.3
1036719,NG-41,30.4
1034495,ED-65,54.2
1033969,SJ-75,45.6
1033247,NA-38,88.3
1035530,GL-73,34.4
1032454,CH-37,82.3
1032375,IM-13,43.5
1034136,TS-03,80.6
1035844,PN-19,86.2
1033876,SM-44,93.2
1033515,OM-49,66.5
1032461,CH-72,63.4
1035878,LC-05,59.1
1036204,GL-94,31.7
1036650,EM-81,58.7
1034135,RE-71,68.7
1036015,NG-64,93.0
1036914,CH-54,87.5
1033971,GL-03,56.9
1035888,GT-31,83.8
1034755,YS-55,66.6
1033492,OM-01,89.2
1033269,ED-62,50.9
1034877,NA-24,30.6
1032975,TO-24,51.3
1032879,WS-52,30.3
1036650,GL-89,31.7
1034130,SJ-85,54.3
1034290,OL-26,31.9
1033690,CH-62,39.9
1033865,ED-07,60.0
1035254,CH-51,52.8
1033425,EC-18,94.3
1034973,MD-06,60.0
1035739,GL-61,70.1
1034388,GT-66,56.5
1032130,RS-48,93.7
1035761,GT-86,34.2
1035513,NA-27,34.0
1035791,GT-34,61.9
1036926,ND-50,66.6
1035057,GL-57,85.7
1032130,MA-31,53.3
1035580,ND-80,82.9
1035538,SM-61,41.4
1036008,VL-04,74.7
1034024,TO-96,65.5
1034290,TS-91,49.4
1036671,FT-32,48.7
1035317,SP-88,35.7
1035855,OM-03,48.6
1034112,WS-13,98.3
1035862,EC-12,62.2
1032175,ME-43,71.8
1034826,EC-52,74.6
1033270,MP-03,37.7
1035000,MT-05,92.9
1032630,DE-47,97.8
1033164,SJ-09,82.9
1033589,TH-41,96.5
1035660,EM-59,71.9
1033534,PO-92,46.1
1036302,GL-73,79.3
1033589,GT-04,60.7
1035723,RE-02,81.3
1034177,CH-45,66.4
1032408,VL-87,91.9
1033583,IC-92,47.1
1035074,LC-48,32.4
1034714,YS-81,62.1
1034773,ME-84,35.2
1034205,SJ-71,93.7
1032868,ES-79,61.4
1034468,OM-73,55.3
1035249,TH-31,93.6
1034383,WS-44,60.6
1035482,DE-30,89.7
1036924,DE-47,70.1
1034669,FT-25,35.2
1034644,GL-72,81.6
1034422,PO-51,69.1
1032367,TH-85,40.6
1033172,TS-86,72.8
1033065,GL-19,39.2
1034729,ND-66,54.3
1033638,TH-25,49.5
1033558,EM-64,50.5
1035655,GL-89,60.3
1032804,CL-65,75.7
1033659,DE-65,32.8
1032775,TO-27,43.3
1036025,SJ-70,62.6
1035870,AU-31,75.1
1036116,WS-89,72.3
1034172,MD-21,30.1
1036560,WS-25,60.7
1034558,MA-89,71.1
1035643,ND-29,49.9
1034776,TE-93,74.0
1032340,PN-32,31.0
1036871,TE-31,56.8
1032698,MP-41,82.5
1033774,LC-15,55.1
1036170,FT-28,87.7
1032486,FT-34,71.7
1034861,LI-70,74.7
1036554,EM-59,34.2
1035267,RM-38,49.6
1034558,EC-60,50.8
1033965,TO-37,34.9
1033929,EN-85,39.2
1033776,ED-67,32.5
1032682,TO-27,59.6
1033698,YL-96,52.0
1036025,RM-38,96.9
1036187,CL-83,62.3
1034836,SE-62,40.1
1033537,TS-21,52.1
1035006,CH-06,95.7
1036520,OL-37,49.0
1035984,EM-67,61.1
1032278,AU-37,70.4
1034448,IM-71,64.2
1034927,NG-69,47.0
1033750,GT-59,40.7
1035413,FT-21,89.2
1033153,TL-13,81.8
1035875,EM-44,56.1
1032656,TO-11,85.0
1036734,GL-00,95.1
1036798,GT-42,57.8
1034590,OL-40,37.2
1034640,TH-82,99.7
1032369,LC-82,79.8
1032697,VL-03,92.8
1032746,EC-83,88.3
1032188,TH-81,39.7
1033894,RA-44,75.8
1035528,EC-36,65.5
1035978,TO-71,60.5
1033597,MP-64,61.8
1033226,MP-22,76.2
1034980,TL-31,51.7
1034731,TH-73,77.9
1034416,MP-76,45.4
1034172,OL-45,35.8
1033340,FT-32,95.0
1036607,ED-85,55.7
1034410,RS-06,54.8
1033842,NG-18,57.7
1033631,SE-59,89.0
1036965,NA-87,46.9
1034371,NA-43,57.3
1036604,TS-27,53.5
1035742,EC-25,57.0
1036710,YS-55,81.9
1033037,ME-83,84.8
1036698,ED-41,98.6
1036062,VL-39,82.9
1033986,GL-20,38.0
1036356,PO-41,62.1
1034994,LC-78,57.0
1033308,MT-05,33.7
1033459,RE-06,59.6
1036603,TH-33,34.3
1033484,RM-83,49.1
1033236,MA-45,70.6
1034063,BH-25,35.4
1034987,MD-84,41.2
1034278,SJ-58,68.4
1035780,CH-48,45.4
1035691,TE-44,53.4
1036138,FT-08,79.2
1033166,YL-26,86.5
1036280,CH-95,93.6
1033383,ND-50,42.4
1034522,NA-27,58.0
1034566,MT-31,44.3
1033126,OM-94,84.4
1035822,ED-39,35.9
1035017,PO-63,45.8
1035851,LC-07,83.0
1035001,TS-77,89.6
1036099,MA-31,83.3
1035602,MA-36,93.5
1033951,TL-83,92.8
1034312,ED-07,39.5
1034825,AN-30,81.9
1032261,BH-36,88.8
1034766,MP-96,81.7
1034503,AT-79,43.7
1035575,PO-35,38.3
1033414,CH-30,37.7
1032369,ED-36,38.7
1034595,SJ-70,65.4
1035330,RM-16,35.4
1033662,NG-75,61.3
1034197,VL-19,82.9
1035498,EM-34,36.2
1036520,FT-84,87.4
1035293,LC-09,50.0
1036665,TS-94,54.1
1034178,SM-38,97.6
1035748,TH-27,57.8
1036542,AN-94,33.6
1035398,SJ-04,63.6
1036936,IM-50,36.1
1034083,RE-27,35.9
1035415,ND-89,39.7
1036659,SM-42,84.9
1033752,SJ-02,59.9
1032890,MP-64,68.2
1036707,SJ-42,47.2
1034286,TH-18,87.8
1033076,PO-71,74.4
1035917,TH-01,30.4
1034811,CH-85,54.2
1033817,TL-58,58.5
1034712,RE-16,49.0
1035507,MA-40,86.9
1032545,SJ-68,54.0
1037004,GL-62,63.3
1032663,GL-00,76.1
1034871,ME-71,84.7
1035841,WS-06,30.5
1035870,RE-48,67.4
1035858,NA-27,43.6
1036404,PO-63,70.3
1033287,RE-08,35.0
1033113,TH-55,30.0
1036048,WS-10,71.1
1032325,IM-45,68.3
1033469,SJ-18,80.1
1034097,TO-80,53.0
1033317,ED-21,86.0
1036358,LC-19,87.0
1032476,IC-03,68.5
1033019,TL-83,37.5
1035132,PO-54,60.7
1034226,SJ-58,85.3
1033824,NA-43,90.5
1033815,SJ-60,33.6
1032097,CH-56,45.1
1034400,MA-07,60.6
1036909,ED-06,83.5
1034880,CH-62,86.2
1036243,TO-40,70.8
1035034,VL-43,58.0
1032284,GT-63,72.8
1032633,ME-90,57.7
1036878,RE-50,86.5
1033753,TE-87,52.6
1034565,TS-61,80.7
1033443,CH-24,87.7
1032914,ED-68,32.3
1035331,TS-21,96.9
1036154,NG-63,94.1
1032468,TL-67,62.1
1034900,CH-93,70.7
1033704,OM-79,88.7
1032429,MP-15,76.9
1034551,DE-41,46.7
1036831,LC-33,86.6
1036947,GT-40,79.3
1035521,SE-59,49.3
1033723,CH-23,59.6
1035041,TS-19,42.0
1034712,TH-09,41.9
1033678,AU-37,61.3
1032286,TL-13,66.3
1033431,RS-31,49.9
1034729,EA-12,68.1
1036507,SM-65,63.0
1032913,CL-05,88.4
1033168,NG-73,41.4
1033254,GL-60,63.2
1035806,DE-05,34.4
1032589,LS-87,47.3
1036107,WS-70,57.7
1033605,MD-00,90.3
1033267,GL-79,79.9
1035369,LI-03,73.2
1033880,TH-39,71.9
1034962,NG-09,58.9
1035628,RS-39,67.3
1035120,NA-32,31.3
1033655,GL-89,94.8
1034734,LS-81,97.1
1032382,FT-00,94.0
1032634,TO-08,61.4
1033610,PO-38,78.0
1035497,CH-00,73.6
1034526,MP-35,60.2
1032263,DE-88,35.8
1035793,YL-96,57.0
1036192,TH-33,93.6
1034742,CH-09,40.9
1036038,WS-43,57.9
1035438,AU-31,68.3
1036170,MP-01,37.9
1035774,ND-24,81.9
1033706,ED-28,98.9
1033016,GL-14,30.6
1033884,RE-96,39.6
1035148,LC-55,70.7
1035746,LI-12,72.2
1036684,TS-30,89.4
1035955,GT-79,74.9
1036619,TE-34,84.8
1032029,TO-80,88.7
1036583,VL-04,78.9
1032297,CH-41,35.5
1034872,MT-05,54.3
1035645,MA-31,60.6
1032545,LC-60,95.0
1032114,RE-07,30.8
1032177,TE-65,73.6
1035490,TH-93,97.3
1036776,NA-59,68.1
1034325,FT-00,51.1
1035938,MP-07,91.7
1036420,GT-02,39.2
1033904,SP-22,66.1
1034737,NA-47,85.1
1035317,RS-06,35.7
1034552,AN-88,49.5
1033894,LC-81,90.6
1034561,EM-55,52.3
1032989,RE-14,94.6
1034376,NG-04,93.6
1035083,RE-41,91.4
1035749,ED-73,74.3
1036963,WS-34,46.9
1035418,FT-23,92.9
1033819,RE-60,39.1
1035483,TS-70,36.6
1034866,CL-83,80.1
1035645,FT-08,49.0
1032612,FT-29,30.4
1034426,CH-92,52.8
1032213,RM-80,95.2
1034031,TH-01,74.3
1032322,DE-24,53.9
1036468,TE-95,61.5
1033307,FT-02,67.3
1033976,MA-89,92.8
1034819,YS-14,36.2
1036524,RE-06,82.6
1036157,ED-88,96.1
1033588,RE-03,82.3
1036467,RM-16,55.1
1035075,TS-06,78.1
1033244,SJ-45,40.5
1035374,LI-90,32.4
1036106,MP-47,51.6
1034307,NG-04,83.1
1033314,GT-69,72.6
1033325,CH-76,34.4
1034099,EM-29,30.4
1034381,ME-71,60.9
1035121,YS-75,50.4
1035064,SM-10,74.6
1034600,SJ-43,51.1
1035077,IM-80,76.4
1035326,EA-12,81.8
1034108,BH-22,47.7
1036671,GL-39,43.3
1034608,GT-50,55.4
1032539,SP-88,64.7
1035304,RM-38,77.3
1035700,YS-67,64.1
1033086,ED-08,73.9
1035663,DE-41,76.1
1036200,MP-39,61.9
1032121,IM-32,91.1
1035442,RS-51,92.4
1032621,LC-91,40.0
1032623,EM-12,54.4
1034087,RM-38,32.3
1034705,EM-67,89.4
1034512,SP-91,46.9
1036488,MP-33,90.2
1035092,MP-41,34.9
1032231,ED-59,38.1
1034573,SM-83,73.3
1032510,GL-03,71.8
1033554,IM-48,53.1
1033468,ED-82,58.7
1032218,RE-01,71.7
1032815,MD-21,43.4
1033278,MP-07,36.9
1035115,CH-80,52.9
1036767,MP-35,36.2
1035702,OM-79,57.4
1034977,FT-37,33.6
1033918,YS-76,91.7
1035477,AN-76,70.5
1032559,SM-63,46.7
1033693,ND-80,78.5
1036104,LC-24,63.1
1035102,TH-09,90.5
1033002,RM-41,58.7
1032341,NA-56,46.4
1034467,CH-89,40.8
1035774,SP-91,48.3
1033028,ME-48,85.0
1032061,WS-44,79.9
1036914,LS-62,76.3
1034385,ND-50,56.7
1033413,CH-44,32.4
1034603,ED-42,62.7
1032248,EC-63,59.7
1033536,BH-22,91.9
1034496,ED-14,50.4
1035931,EM-44,93.6
1032257,SP-91,94.6
1034049,EM-09,89.1
1036356,ED-38,57.7
1034801,NA-29,89.6
1034003,SM-18,33.7
1032276,YS-64,66.5
1034827,IM-12,82.0
1035409,ED-12,52.2
1036944,LS-40,85.7
1036751,EM-32,36.7
1034619,NG-81,57.7
1035546,SJ-37,62.8
1036828,CL-51,83.2
1032787,WS-34,61.3
1033242,RE-60,93.0
1032757,EC-08,73.1
1032080,EM-77,83.4
1035275,EA-24,94.8
1033802,LI-88,71.7
1033336,EM-33,62.0
1032142,SJ-68,73.6
1033690,RE-14,35.4
1033510,ND-66,64.9
1033799,AT-16,82.0
1034170,TO-59,80.0
1034671,LI-88,91.3
1032818,RE-53,71.0
1034682,NA-46,81.9
1035706,GL-67,54.2
1034450,AN-52,79.5
1035569,EM-56,66.3
1035494,GL-52,30.4
1035629,TE-71,92.4
1033542,AN-91,90.0
1036744,OM-03,72.1
1034468,TO-40,39.9
1032186,LC-49,31.1
1033291,LC-01,75.1
1036744,GL-16,69.8
1036259,CH-81,69.5
1034144,MP-59,91.5
1033654,ED-73,73.1
1032983,IM-12,99.7
1033591,LI-13,35.1
1032089,WS-01,52.0
1035190,LC-08,39.1
1032865,ED-93,78.9
1034103,MP-64,43.0
1035096,CH-89,55.6
1034711,CH-12,38.3
1034552,GL-55,38.0
1035059,OM-76,75.8
1034199,CH-76,71.9
1034467,SM-26,36.6
1034467,TO-16,90.7
1033082,LS-01,32.4
1032443,ME-75,64.4
1035974,NG-18,49.7
1034806,GL-43,53.3
1032803,LC-78,86.6
1033764,NA-38,44.8
1032186,LC-15,46.0
1033453,OL-30,42.0
1035855,LI-79,85.5
1036749,PN-32,43.7
1034517,NG-09,86.5
1036258,YS-84,60.4
1032096,ED-77,53.2
1032757,MP-08,83.2
1033013,YS-43,81.2
1032100,CL-05,57.6
1036975,MD-79,50.9
1034579,EC-52,85.2
1035776,TE-39,64.5
1033454,LC-24,76.4
1032344,LC-77,51.4
1035917,TE-26,64.9
1036299,GL-79,66.4
1032757,IM-96,96.4
1036542,GT-13,88.6
1034101,EC-18,98.8
1032078,LC-32,49.5
1032913,EC-10,50.2
1032343,RM-77,43.2
1034133,PO-29,64.0
1035101,FT-03,51.8
1032732,ND-90,80.2
1034522,PN-32,54.4
1034264,VL-19,84.7
1032654,GT-91,71.5
1033859,NA-72,74.0
1036882,TE-69,56.0
1032337,TE-92,79.8
1036971,SM-65,58.7
1036342,IM-29,82.6
1035283,IM-24,86.2
1035476,MP-03,31.4
1033533,LS-01,52.2
1035728,OM-86,42.0
1034589,CL-45,36.8
1034919,TE-08,62.4
1034619,NA-93,39.5
1033522,TH-43,47.7
1036716,EC-92,95.3
1033032,ED-21,61.8
1035093,TH-55,78.6
1032083,RE-03,92.7
1033632,NG-27,69.3
1036477,TE-16,35.0
1032622,MP-49,53.3
1033998,TS-21,54.7
1034240,NA-72,61.4
1034923,AN-70,58.7
1035969,VL-70,53.3
1035695,YS-45,33.2
1035981,CH-71,81.4
1036786,MP-92,41.1
1035363,MP-56,79.9
1033271,NG-64,67.5
1034581,SJ-38,51.9
1034333,LI-76,41.1
1036172,MP-67,37.9
1035222,NA-56,86.1
1034640,IM-52,86.5
1034127,ED-31,98.0
1036623,TH-85,92.3
1035567,PO-29,92.9
1036382,GL-70,37.6
1036101,WS-75,72.9
1034847,CH-36,97.8
1033809,RA-44,66.8
1036775,GL-55,86.1
1036957,MA-22,73.0
1033631,PN-44,47.9
1033009,RE-16,48.1
1033385,YS-52,77.2
1033678,DE-65,90.9
1034569,RE-07,39.7
1033953,PO-81,70.5
1032623,GT-56,47.1
1033561,LS-62,70.1
1036502,NA-05,75.5
1033671,CL-89,73.1
1034617,SJ-64,84.4
1036901,SM-35,81.9
1036624,NA-86,93.2
1033679,TE-71,42.7
1033007,TE-23,90.9
1032913,SM-36,39.3
1035798,DE-24,66.1
1034411,RE-24,50.7
1033779,IM-41,69.0
1036965,EC-92,44.6
1033582,DE-88,92.6
1036836,YS-92,86.1
